id,title,year,country,duration,language,rating,revenue,budget
3934,Dysfunctional Friends,2012.0,USA,111.0,English,Not Rated,,1800000.0
3935,Eddie: The Sleepwalking Cannibal,2012.0,Canada,83.0,English,Not Rated,1521.0,1500000.0
3936,End of Watch,2012.0,USA,109.0,English,R,40983001.0,7000000.0
3937,Ernest & Celestine,2012.0,France,80.0,French,PG,71442.0,9600000.0
3938,Filly Brown,2012.0,USA,80.0,English,R,2833383.0,427000.0
3939,Flight,2012.0,USA,138.0,English,R,93749203.0,31000000.0
3940,Foodfight!,2012.0,USA,91.0,English,PG,,65000000.0
3941,"For a Good Time, Call...",2012.0,USA,88.0,English,R,1243961.0,850000.0
3942,For Greater Glory: The True Story of Cristiada,2012.0,Mexico,145.0,Spanish,R,5669081.0,10818775.0
3943,Frances Ha,2012.0,USA,86.0,English,R,4063238.0,
3944,Frankenweenie,2012.0,USA,87.0,English,PG,35287788.0,39000000.0
3945,Freaky Deaky,2012.0,USA,90.0,English,R,,6000000.0
3946,Fun Size,2012.0,USA,86.0,English,PG-13,9402410.0,14000000.0
3947,Girls Gone Dead,2012.0,USA,104.0,English,R,,500000.0
3948,Good Deeds,2012.0,USA,110.0,English,PG-13,35010192.0,
3949,Grabbers,2012.0,UK,94.0,English,Not Rated,,4000000.0
3950,Hardflip,2012.0,USA,112.0,English,PG-13,96734.0,1000000.0
3951,Hayride,2012.0,USA,93.0,English,Not Rated,,60000.0
3952,Here Comes the Boom,2012.0,USA,105.0,English,PG,45290318.0,42000000.0
3953,Hit and Run,2012.0,USA,100.0,English,R,13746550.0,2000000.0
3954,Holy Motors,2012.0,France,115.0,French,Not Rated,,
3955,Hope Springs,2012.0,USA,100.0,English,PG-13,63536011.0,30000000.0
3956,Hotel Transylvania,2012.0,USA,91.0,English,PG,148313048.0,85000000.0
3957,House at the End of the Street,2012.0,Canada,101.0,English,PG-13,31607598.0,6900000.0
3958,Ice Age: Continental Drift,2012.0,USA,88.0,English,PG,161317423.0,95000000.0
3959,Indie Game: The Movie,2012.0,Canada,103.0,English,Not Rated,,100000.0
3960,Inescapable,2012.0,Canada,93.0,English,R,4063.0,4000000.0
3961,Jab Tak Hai Jaan,2012.0,India,176.0,Hindi,Not Rated,3047539.0,7217600.0
3962,Jack Reacher,2012.0,USA,130.0,English,PG-13,80033643.0,60000000.0
3963,Jack Reacher,2012.0,USA,130.0,English,PG-13,80033643.0,60000000.0
3964,John Carter,2012.0,USA,132.0,English,PG-13,73058679.0,263700000.0
3965,Journey 2: The Mysterious Island,2012.0,USA,94.0,English,PG,103812241.0,79000000.0
3966,Joyful Noise,2012.0,USA,118.0,English,PG-13,30920167.0,25000000.0
3967,Katy Perry: Part of Me,2012.0,USA,93.0,English,PG,25240988.0,12000000.0
3968,Khiladi 786,2012.0,India,141.0,Hindi,Not Rated,352684.0,
3969,Killing Them Softly,2012.0,USA,97.0,English,R,14938570.0,15000000.0
3970,Les MisÃ©rables,2012.0,USA,158.0,English,PG-13,148775460.0,61000000.0
3971,Life of Pi,2012.0,USA,127.0,English,PG,124976634.0,120000000.0
3972,Lincoln,2012.0,USA,150.0,English,PG-13,182204440.0,65000000.0
3973,Lockout,2012.0,France,95.0,English,PG-13,14291570.0,20000000.0
3974,LOL,2012.0,USA,97.0,English,PG-13,,11000000.0
3975,Looper,2012.0,USA,119.0,English,R,66468315.0,30000000.0
3976,Madagascar 3: Europe's Most Wanted,2012.0,USA,93.0,English,PG,216366733.0,145000000.0
3977,Madea's Witness Protection,2012.0,USA,114.0,English,PG-13,65623128.0,20000000.0
3978,Magic Mike,2012.0,USA,110.0,English,R,113709992.0,7000000.0
3979,Man on a Ledge,2012.0,USA,102.0,English,PG-13,18600911.0,42000000.0
3980,Maniac,2012.0,France,89.0,English,Not Rated,12843.0,6000000.0
3981,Men in Black 3,2012.0,USA,106.0,English,PG-13,179020854.0,225000000.0
3982,Middle of Nowhere,2012.0,USA,97.0,English,R,78030.0,200000.0
3983,Mirror Mirror,2012.0,USA,106.0,English,PG,64933670.0,85000000.0
3984,Moonrise Kingdom,2012.0,USA,94.0,English,PG-13,45507053.0,16000000.0
3985,Mud,2012.0,USA,130.0,English,PG-13,21589307.0,10000000.0
3986,No Vacancy,2012.0,USA,81.0,English,R,,4000000.0
3987,Now Is Good,2012.0,UK,103.0,English,PG-13,,
3988,On the Road,2012.0,France,137.0,English,R,717753.0,25000000.0
3989,One for the Money,2012.0,USA,91.0,English,PG-13,26404753.0,40000000.0
3990,Outside Bet,2012.0,UK,101.0,English,,,7500000.0
3991,Paranormal Activity 4,2012.0,USA,96.0,English,R,53884821.0,5000000.0
3992,ParaNorman,2012.0,USA,92.0,English,PG,55994557.0,60000000.0
3993,Parental Guidance,2012.0,USA,105.0,English,PG,77264926.0,25000000.0
3994,Pitch Perfect,2012.0,USA,112.0,English,PG-13,64998368.0,17000000.0
3995,Playing for Keeps,2012.0,USA,105.0,English,PG-13,13101142.0,35000000.0
3996,Premium Rush,2012.0,USA,91.0,English,PG-13,20275446.0,35000000.0
3997,Project X,2012.0,USA,93.0,English,R,54724272.0,12000000.0
3998,Prometheus,2012.0,USA,124.0,English,R,126464904.0,130000000.0
3999,Promised Land,2012.0,USA,106.0,English,R,7556708.0,15000000.0
4000,Quartet,2012.0,UK,98.0,English,PG-13,18381787.0,11000000.0
4001,Red Lights,2012.0,Spain,114.0,English,R,,14000000.0
4002,Red Tails,2012.0,USA,125.0,English,PG-13,49875589.0,58000000.0
4003,Resident Evil: Retribution,2012.0,Germany,96.0,English,R,42345531.0,65000000.0
4004,Restless,2012.0,UK,180.0,English,,,
4005,Rise of the Guardians,2012.0,USA,97.0,English,PG,103400692.0,145000000.0
4006,Robot & Frank,2012.0,USA,89.0,English,PG-13,3325638.0,2500000.0
4007,Rock of Ages,2012.0,USA,136.0,English,PG-13,38509342.0,75000000.0
4008,"Run, Hide, Die",2012.0,USA,75.0,English,,,50000.0
4009,Safe,2012.0,USA,94.0,English,R,17120019.0,30000000.0
4010,Safe House,2012.0,USA,115.0,English,R,126149655.0,85000000.0
4011,Safety Not Guaranteed,2012.0,USA,86.0,English,R,4007792.0,750000.0
4012,Sanctuary;  Quite a Conundrum,2012.0,USA,82.0,English,,,200000.0
4013,Savages,2012.0,USA,141.0,English,R,47307550.0,45000000.0
4014,Seeking a Friend for the End of the World,2012.0,USA,101.0,English,R,6619173.0,10000000.0
4015,Seven Psychopaths,2012.0,UK,110.0,English,R,14989761.0,15000000.0
4016,Shanghai Calling,2012.0,USA,100.0,English,PG-13,10443.0,
4017,Should've Been Romeo,2012.0,USA,,English,,,5000000.0
4018,Silent Hill: Revelation 3D,2012.0,France,95.0,English,R,17529157.0,20000000.0
4019,Silver Linings Playbook,2012.0,USA,122.0,English,R,132088910.0,21000000.0
4020,Sinister,2012.0,USA,110.0,English,R,48056940.0,3000000.0
4021,Skyfall,2012.0,UK,143.0,English,PG-13,304360277.0,200000000.0
4022,Skyfall,2012.0,UK,143.0,English,PG-13,304360277.0,200000000.0
4023,Small Apartments,2012.0,USA,96.0,English,R,,2000000.0
4024,Snow Queen,2012.0,Russia,80.0,Russian,PG,,7000000.0
4025,Snow White and the Huntsman,2012.0,USA,132.0,English,PG-13,155111815.0,170000000.0
4026,Snow White: A Deadly Summer,2012.0,USA,83.0,English,PG-13,,1000000.0
4027,Sparkle,2012.0,USA,116.0,English,PG-13,24397469.0,17000000.0
4028,Spring Breakers,2012.0,USA,94.0,English,R,14123773.0,5000000.0
4029,Step Up Revolution,2012.0,USA,99.0,English,PG-13,35057332.0,33000000.0
4030,Stitches,2012.0,Ireland,86.0,English,R,,
4031,Stolen,2012.0,USA,96.0,English,R,183125.0,35000000.0
4032,Supercapitalist,2012.0,USA,102.0,English,Not Rated,13220.0,
4033,Supporting Characters,2012.0,USA,87.0,English,Not Rated,,
4034,Taken 2,2012.0,France,98.0,English,PG-13,139852971.0,45000000.0
4035,Ted,2012.0,USA,112.0,English,R,218628680.0,50000000.0
4036,That's My Boy,2012.0,USA,116.0,English,R,36931089.0,70000000.0
4037,The Act of Killing,2012.0,UK,96.0,Indonesian,Not Rated,484221.0,1000000.0
4038,The Amazing Spider-Man,2012.0,USA,153.0,English,PG-13,262030663.0,230000000.0
4039,The Apparition,2012.0,USA,83.0,English,PG-13,4930798.0,17000000.0
4040,The Avengers,2012.0,USA,173.0,English,PG-13,623279547.0,220000000.0
4041,The Avengers,2012.0,USA,173.0,English,PG-13,623279547.0,220000000.0
4042,The Bourne Legacy,2012.0,USA,135.0,English,PG-13,113165635.0,125000000.0
4043,The Brass Teapot,2012.0,USA,101.0,English,R,6643.0,900000.0
4044,The Cabin in the Woods,2012.0,USA,95.0,English,R,42043633.0,30000000.0
4045,The Campaign,2012.0,USA,85.0,English,R,86897182.0,95000000.0
4046,The Cold Light of Day,2012.0,USA,93.0,English,PG-13,3749061.0,20000000.0
4047,The Collection,2012.0,USA,82.0,English,R,6842058.0,10000000.0
4048,The Dark Knight Rises,2012.0,USA,164.0,English,PG-13,448130642.0,250000000.0
4049,The Devil Inside,2012.0,USA,83.0,English,R,53245055.0,1000000.0
4050,The Dictator,2012.0,USA,99.0,English,R,59617068.0,65000000.0
4051,The Expendables 2,2012.0,USA,103.0,English,R,85017401.0,92000000.0
4052,The Five-Year Engagement,2012.0,USA,131.0,English,R,28644770.0,30000000.0
4053,The Frozen,2012.0,USA,95.0,English,PG-13,,250000.0
4054,The Gatekeepers,2012.0,Israel,101.0,Hebrew,PG-13,2408553.0,
4055,The Ghastly Love of Johnny X,2012.0,USA,106.0,English,Not Rated,2436.0,2000000.0
4056,The Guilt Trip,2012.0,USA,95.0,English,PG-13,37101011.0,40000000.0
4057,The Hobbit: An Unexpected Journey,2012.0,USA,182.0,English,PG-13,303001229.0,180000000.0
4058,The Hunger Games,2012.0,USA,142.0,English,PG-13,407999255.0,78000000.0
4059,The Hunt,2012.0,Denmark,115.0,Danish,R,610968.0,3800000.0
4060,The Iceman,2012.0,USA,106.0,English,R,1939441.0,10000000.0
4061,The Impossible,2012.0,Spain,114.0,English,PG-13,18996755.0,45000000.0
4062,The King of Najayo,2012.0,Dominican Republic,101.0,Spanish,R,,500000.0
4063,The Lords of Salem,2012.0,USA,101.0,English,R,1163508.0,2500000.0
4064,The Lucky One,2012.0,USA,101.0,English,PG-13,60443237.0,25000000.0
4065,The Man with the Iron Fists,2012.0,USA,107.0,English,R,15608545.0,15000000.0
4066,The Master,2012.0,USA,144.0,English,R,16377274.0,32000000.0
4067,The Odd Life of Timothy Green,2012.0,USA,105.0,English,PG,51853450.0,25000000.0
4068,The Oogieloves in the Big Balloon Adventure,2012.0,USA,88.0,English,G,1064277.0,20000000.0
4069,The Other Dream Team,2012.0,USA,89.0,English,Not Rated,133778.0,500000.0
4070,The Perks of Being a Wallflower,2012.0,USA,102.0,English,PG-13,17738570.0,13000000.0
4071,The Pirates! Band of Misfits,2012.0,UK,88.0,English,PG,31051126.0,55000000.0
4072,The Place Beyond the Pines,2012.0,USA,140.0,English,R,21383298.0,15000000.0
4073,The Possession,2012.0,USA,92.0,English,PG-13,49122319.0,14000000.0
4074,The Possession,2012.0,USA,92.0,English,PG-13,49122319.0,14000000.0
4075,The Raven,2012.0,USA,110.0,English,R,16005978.0,26000000.0
4076,The Sessions,2012.0,USA,95.0,English,R,5997134.0,1000000.0
4077,The Sweeney,2012.0,UK,112.0,English,R,26345.0,3000000.0
4078,The Three Stooges,2012.0,USA,92.0,English,PG,44328238.0,
4079,The Twilight Saga: Breaking Dawn - Part 2,2012.0,USA,115.0,English,PG-13,292298923.0,120000000.0
4080,The Twilight Saga: Breaking Dawn - Part 2,2012.0,USA,115.0,English,PG-13,292298923.0,120000000.0
4081,The Vow,2012.0,USA,104.0,English,PG-13,125014030.0,30000000.0
4082,The Watch,2012.0,USA,102.0,English,R,34350553.0,68000000.0
4083,The Watch,2012.0,USA,102.0,English,R,34350553.0,68000000.0
4084,The Woman in Black,2012.0,UK,95.0,English,PG-13,54322273.0,17000000.0
4085,The Words,2012.0,USA,102.0,English,PG-13,11434867.0,6000000.0
4086,Theresa Is a Mother,2012.0,USA,105.0,English,,,200000.0
4087,Think Like a Man,2012.0,USA,122.0,English,PG-13,91547205.0,12000000.0
4088,This Is 40,2012.0,USA,134.0,English,R,67523385.0,35000000.0
4089,This Means War,2012.0,USA,103.0,English,PG-13,54758461.0,65000000.0
4090,Tim and Eric's Billion Dollar Movie,2012.0,USA,93.0,English,R,200803.0,3000000.0
4091,To Rome with Love,2012.0,USA,112.0,English,R,16684352.0,17000000.0
4092,Trade of Innocents,2012.0,USA,88.0,English,PG-13,15059.0,
4093,Trouble with the Curve,2012.0,USA,111.0,English,PG-13,35754555.0,
4094,Truth or Die,2012.0,UK,96.0,English,Not Rated,,1000000.0
4095,Underworld: Awakening,2012.0,USA,88.0,English,R,62321039.0,70000000.0
4096,Vamps,2012.0,USA,92.0,English,PG-13,2964.0,16000000.0
4097,Vessel,2012.0,USA,14.0,English,,,
4098,Wanderlust,2012.0,USA,98.0,English,R,17225675.0,
4099,What to Expect When You're Expecting,2012.0,USA,110.0,English,PG-13,41102171.0,40000000.0
4100,When the Lights Went Out,2012.0,UK,86.0,English,,,
4101,Won't Back Down,2012.0,USA,121.0,English,PG,5308553.0,
4102,Wrath of the Titans,2012.0,USA,99.0,English,PG-13,83640426.0,150000000.0
4103,Wreck-It Ralph,2012.0,USA,101.0,English,PG,189412677.0,165000000.0
4104,Zambezia,2012.0,South Africa,83.0,English,G,,20000000.0
4105,Zero Dark Thirty,2012.0,USA,157.0,English,R,95720716.0,40000000.0
4106,12 Years a Slave,2013.0,USA,134.0,English,R,56667870.0,20000000.0
4107,1982,2013.0,USA,90.0,English,R,,1000000.0
4108,2 Guns,2013.0,USA,109.0,English,R,75573300.0,61000000.0
4109,20 Feet from Stardom,2013.0,USA,91.0,English,PG-13,4946250.0,1000000.0
4110,21 & Over,2013.0,USA,93.0,English,R,25675765.0,13000000.0
4111,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013.0,USA,80.0,English,R,,3000000.0
4112,42,2013.0,USA,128.0,English,PG-13,95001343.0,40000000.0
4113,47 Ronin,2013.0,USA,128.0,English,PG-13,38297305.0,175000000.0
4114,A Good Day to Die Hard,2013.0,USA,101.0,English,R,67344392.0,92000000.0
4115,A Haunted House,2013.0,USA,86.0,English,R,40041683.0,2500000.0
4116,A Madea Christmas,2013.0,USA,100.0,English,PG-13,52528330.0,25000000.0
4117,A Plague So Pleasant,2013.0,USA,76.0,English,,,1400.0
4118,A True Story,2013.0,USA,96.0,English,,,45000.0
4119,ABCD (Any Body Can Dance),2013.0,India,160.0,Hindi,Not Rated,95236.0,
4120,About Time,2013.0,UK,123.0,English,R,15294553.0,12000000.0
4121,Admission,2013.0,USA,107.0,English,PG-13,18004225.0,13000000.0
4122,Adore,2013.0,Australia,112.0,English,R,317125.0,16000000.0
4123,After Earth,2013.0,USA,100.0,English,PG-13,60522097.0,130000000.0
4124,Against the Wild,2013.0,Canada,90.0,English,PG,,2000000.0
4125,All Is Bright,2013.0,USA,107.0,English,R,4556.0,
4126,All Is Lost,2013.0,USA,106.0,English,PG-13,6262942.0,9000000.0
4127,Along the Roadside,2013.0,USA,108.0,English,,,250000.0
4128,American Hustle,2013.0,USA,138.0,English,R,150117807.0,40000000.0
4129,Anchorman 2: The Legend Continues,2013.0,USA,143.0,English,PG-13,2175312.0,50000000.0
4130,Antarctica: A Year on Ice,2013.0,New Zealand,91.0,English,PG,287761.0,1000000.0
4131,Aroused,2013.0,USA,66.0,English,,,150000.0
4132,August: Osage County,2013.0,USA,121.0,English,R,37738400.0,25000000.0
4133,Bad Grandpa,2013.0,USA,102.0,English,R,101978840.0,15000000.0
4134,Bad Words,2013.0,USA,89.0,English,R,7764027.0,10000000.0
4135,Baggage Claim,2013.0,USA,96.0,English,PG-13,21564616.0,8500000.0
4136,Banshee Chapter,2013.0,Germany,87.0,English,R,,950000.0
4137,Barfi,2013.0,India,,Kannada,,,
4138,"Batman: The Dark Knight Returns, Part 2",2013.0,USA,148.0,English,PG-13,,3500000.0
4139,Battle of the Year,2013.0,USA,110.0,English,PG-13,8888355.0,20000000.0
4140,Beautiful Creatures,2013.0,USA,124.0,English,PG-13,19445217.0,60000000.0
4141,Before Midnight,2013.0,USA,109.0,English,R,8114507.0,3000000.0
4142,Begin Again,2013.0,USA,104.0,English,R,16168741.0,8000000.0
4143,Bending Steel,2013.0,USA,92.0,English,,,50000.0
4144,Black Nativity,2013.0,USA,93.0,English,PG,7017178.0,17500000.0
4145,Blood Ties,2013.0,France,144.0,English,R,41229.0,25500000.0
4146,Blue Jasmine,2013.0,USA,98.0,English,PG-13,33404871.0,18000000.0
4147,Blue Ruin,2013.0,USA,90.0,English,R,258113.0,1066167.0
4148,Broken City,2013.0,USA,109.0,English,R,19692608.0,35000000.0
4149,"Buen DÃ­a, RamÃ³n",2013.0,Mexico,120.0,German,PG-13,100412.0,4000000.0
4150,Captain Phillips,2013.0,USA,134.0,English,PG-13,107100855.0,55000000.0
4151,Carrie,2013.0,USA,100.0,English,R,35266619.0,30000000.0
4152,Carrie,2013.0,USA,100.0,English,R,35266619.0,30000000.0
4153,Cheap Thrills,2013.0,USA,88.0,English,Not Rated,59379.0,200000.0
4154,"Cinco de Mayo, La Batalla",2013.0,Mexico,125.0,Spanish,R,169379.0,10000000.0
4155,Cloudy with a Chance of Meatballs 2,2013.0,USA,95.0,English,PG,119793567.0,78000000.0
4156,Coffee Town,2013.0,USA,87.0,English,,,2000000.0
4157,Dallas Buyers Club,2013.0,USA,117.0,English,R,27296514.0,5000000.0
4158,Dead Man Down,2013.0,USA,118.0,English,R,10880926.0,30000000.0
4159,Delivery Man,2013.0,USA,105.0,English,PG-13,30659817.0,26000000.0
4160,Despicable Me 2,2013.0,USA,98.0,English,PG,368049635.0,76000000.0
4161,Dom Hemingway,2013.0,UK,93.0,English,R,518134.0,
4162,Don Jon,2013.0,USA,90.0,English,R,24475193.0,3000000.0
4163,Drinking Buddies,2013.0,USA,90.0,English,R,342936.0,
4164,Dry Spell,2013.0,USA,90.0,English,,,22000.0
4165,Echo Dr.,2013.0,USA,81.0,English,,,100000.0
4166,Elysium,2013.0,USA,109.0,English,R,93050117.0,115000000.0
4167,Ender's Game,2013.0,USA,114.0,English,PG-13,61656849.0,110000000.0
4168,Enough Said,2013.0,USA,93.0,English,PG-13,17536788.0,8000000.0
4169,Enter the Dangerous Mind,2013.0,USA,88.0,English,,,800000.0
4170,Epic,2013.0,USA,102.0,English,PG,107515297.0,100000000.0
4171,Escape from Planet Earth,2013.0,USA,89.0,English,PG,57011847.0,40000000.0
4172,Escape from Tomorrow,2013.0,USA,90.0,English,Not Rated,169719.0,
4173,Escape Plan,2013.0,USA,115.0,English,R,25121291.0,50000000.0
4174,Evil Dead,2013.0,USA,96.0,English,R,54239856.0,17000000.0
4175,Faith Connections,2013.0,India,115.0,Hindi,,,550000.0
4176,Firestorm,2013.0,China,118.0,Mandarin,,,
4177,Free Birds,2013.0,USA,91.0,English,PG,55747724.0,55000000.0
4178,Frozen,2013.0,USA,102.0,English,PG,400736600.0,150000000.0
4179,Fruitvale Station,2013.0,USA,85.0,English,R,16097842.0,900000.0
4180,G.I. Joe: Retaliation,2013.0,USA,122.0,English,PG-13,122512052.0,130000000.0
4181,Gangster Squad,2013.0,USA,113.0,English,R,45996718.0,60000000.0
4182,Getaway,2013.0,USA,90.0,English,PG-13,10494494.0,18000000.0
4183,Grace Unplugged,2013.0,USA,102.0,English,PG,2507106.0,
4184,Gravity,2013.0,UK,91.0,English,PG-13,274084951.0,100000000.0
4185,Green Street 3: Never Back Down,2013.0,UK,93.0,English,R,,
4186,Grown Ups 2,2013.0,USA,101.0,English,PG-13,133668525.0,80000000.0
4187,Grudge Match,2013.0,USA,113.0,English,PG-13,29802761.0,40000000.0
4188,Hansel & Gretel Get Baked,2013.0,USA,86.0,English,,,4500000.0
4189,Hansel & Gretel: Witch Hunters,2013.0,Germany,98.0,English,R,55682070.0,50000000.0
4190,Hard to Be a God,2013.0,Russia,177.0,Russian,Not Rated,,7000000.0
4191,Harlock: Space Pirate,2013.0,Japan,115.0,Japanese,Not Rated,,30000000.0
4192,Heli,2013.0,Mexico,105.0,Spanish,Not Rated,,1000000.0
4193,Her,2013.0,USA,126.0,English,R,25556065.0,23000000.0
4194,Her Cry: La Llorona Investigation,2013.0,USA,89.0,English,Not Rated,,60000.0
4195,Home Run,2013.0,USA,113.0,English,PG-13,2859955.0,1200000.0
4196,Homefront,2013.0,USA,100.0,English,R,19783777.0,22000000.0
4197,Ida,2013.0,Poland,82.0,Polish,PG-13,3826455.0,
4198,Identity Thief,2013.0,USA,120.0,English,R,134455175.0,35000000.0
4199,Independence Daysaster,2013.0,Canada,90.0,English,PG-13,,1800000.0
4200,Inside Llewyn Davis,2013.0,USA,104.0,English,R,13214255.0,11000000.0
4201,Insidious: Chapter 2,2013.0,USA,106.0,English,PG-13,83574831.0,5000000.0
4202,Instructions Not Included,2013.0,Mexico,115.0,Spanish,PG-13,44456509.0,5000000.0
4203,Iron Man 3,2013.0,USA,195.0,English,PG-13,408992272.0,200000000.0
4204,Jack the Giant Slayer,2013.0,USA,114.0,English,PG-13,65171860.0,195000000.0
4205,Joe,2013.0,USA,117.0,English,R,371897.0,4000000.0
4206,Kevin Hart: Let Me Explain,2013.0,USA,75.0,English,R,32230907.0,2500000.0
4207,Khumba,2013.0,South Africa,85.0,English,Not Rated,,20000000.0
4208,Kick-Ass 2,2013.0,USA,103.0,English,R,28751715.0,28000000.0
4209,Labor Day,2013.0,USA,111.0,English,PG-13,13362308.0,18000000.0
4210,Last Vegas,2013.0,USA,105.0,English,PG-13,63910583.0,28000000.0
4211,Lee Daniels' The Butler,2013.0,USA,132.0,English,PG-13,116631310.0,30000000.0
4212,Legends of Oz: Dorothy's Return,2013.0,USA,88.0,English,PG,8460990.0,70000000.0
4213,Living Dark: The Story of Ted the Caver,2013.0,USA,112.0,English,PG-13,,1750000.0
4214,Lone Survivor,2013.0,USA,121.0,English,R,125069696.0,40000000.0
4215,Machete Kills,2013.0,Russia,107.0,English,R,7268659.0,20000000.0
4216,Mama,2013.0,Canada,100.0,English,PG-13,71588220.0,20000000.0
4217,Man of Steel,2013.0,USA,143.0,English,PG-13,291021565.0,225000000.0
4218,Mandela: Long Walk to Freedom,2013.0,UK,141.0,English,PG-13,8324748.0,35000000.0
4219,Metallica Through the Never,2013.0,USA,93.0,English,R,3419967.0,
4220,Monsters University,2013.0,USA,104.0,English,G,268488329.0,200000000.0
4221,Movie 43,2013.0,USA,94.0,English,R,8828771.0,6000000.0
4222,Mutual Friends,2013.0,USA,86.0,English,,,450000.0
4223,My Lucky Star,2013.0,China,114.0,Chinese,,50000.0,
4224,Nebraska,2013.0,USA,115.0,English,R,17613460.0,12000000.0
4225,Now You See Me,2013.0,USA,125.0,English,PG-13,117698894.0,75000000.0
4226,Nurse 3D,2013.0,USA,84.0,English,R,,10000000.0
4227,Oblivion,2013.0,USA,124.0,English,PG-13,89021735.0,120000000.0
4228,Oculus,2013.0,USA,104.0,English,R,27689474.0,5000000.0
4229,Of Horses and Men,2013.0,Iceland,81.0,Icelandic,,11835.0,10000000.0
4230,Olympus Has Fallen,2013.0,USA,119.0,English,R,98895417.0,70000000.0
4231,Once Upon a Time in Queens,2013.0,USA,98.0,English,R,,1500000.0
4232,One Direction: This Is Us,2013.0,USA,106.0,English,PG,28873374.0,10000000.0
